<OpticalCircuit::ysd>
@ID	PROT	IED_ALIASNAME	LOOP_NAME	PLUG	TYPE	REMOTE_DEV_PORT	REMOTE_DEV_NAME	ADDR	CABLE	IED_CODE	IED_NAME	PATHNAME	LINK_STATUS_TYPE	LINE_STATUS_SIGID RXPOWER_MEAID TXPOWER_MEAID   RXPOWER_HIGH_THRESHOLD_SIGID  RXPOWER_LOW_THRESHOLD_SIGID   TXPOWER_HIGH_THRESHOLD_SIGID  TXPOWER_LOW_THRESHOLD_SIGID
/@序号	端口名称	设备名	回路编号	插头类型    接口类型    对端端口名称    对端设备名称    接口地址    线缆号  装置CODE    装置名称    路径    链路状态类型    链路状态遥信ID  接收光强ID	发送光强ID	接收光强越上限告警ID	接收光强越下限告警ID	发送光强越上限告警ID	发送光强越下限告警ID
