<SVCircuit::ysd>
@ID	OUTPUT_IED_CODE	OUTPUT_NAME OUTPUT_ALIASNAME	OUTPUT_PATHNAME	INPUT_IED_CODE  INPUT_NAME	INPUT_ALIASNAME INPUT_PATHNAME	INPUT_SOFT_CODE	INOUT_NAME	OUTPUTSVCB	LINK_STATUS_TYPE	MEAID	NET_A_SIGID	NET_B_SIGID
/@序号	SV输出装置CODE	SV输出名称	SV输出别名	SV输出路径	SV输入装置CODE	SV输入名称 SV输入别名	SV输入路径	SV接受软压板CODE	SV输入输出IED名称	SV输出控制块名称	SV链路状态类型	SV端子遥测ID	A网链路状态遥信ID	B网链路状态遥信ID
